Recipe ID	Recipe Name	Ingredients	Instructions	Total GHG	Energy (g)
325	Japanese Style Mushroom Spaghetti	Water: 0, Butter: 20, Other alcohol: 10, Salt: 0, Soy sauce: 12, Flavor seasoning: 3, Green onion: 0, Dried seaweed: 0, Mushroom: 100, Spaghetti: 160, Bacon: 60	['(1) Divide the shimeji mushrooms into florets and cut the bacon into strips. ', '(2) Boil the spaghetti in boiling water with salt (not listed) according to the instructions, then drain in a colander. ', '(3) Heat the butter in a frying pan, fry the shimeji mushrooms and bacon from (1), add the spaghetti from (2) and A, mix, and season with salt. ', '(4) Place in a bowl and top with B. ', '*From ``How to make use of Japanese rice at home'' (published by Gentosha)']	401.59	489.87
326	Tofu Steak with Mushroom Sauce	Butter: 12, Edible oil: 12, Other alcohol: 15, Soy sauce: 18, Flavor seasoning: 2.25, Green onion: 27.5, Tofu: 300, Mushroom: 100, Wheat flour: 0, Enoki: 100	['(1) Lightly drain the tofu, cut it in half horizontally, and then cut it in half thickly. Sprinkle with ``Hondashi'' and leave for about 5 minutes. ', '(2) Cut the roots of the shimeji mushrooms and loosen them. Cut off the roots of the enoki mushrooms, cut them in half lengthwise, and loosen them. Cut the onion into 4cm lengths. ', '(3) Just before baking, wipe the tofu from (1) dry and sprinkle flour on both sides. Heat oil in a frying pan over medium heat, add tofu, brown both sides, and serve in a bowl. ', '(4) Put butter in the frying pan from (3), stir-fry only the shimeji mushrooms and enoki mushrooms from (2), sprinkle with A, add the small onions from (2), stir-fry quickly, and pour over the tofu from (3). ']	338.99	248.27
327	Mushroom Mixed Rice	Rice: 300, Water: 0, Other seasoning: 36, Other alcohol: 30, Salt: 5, Soy sauce: 9, Flavor seasoning: 3, Fried tofu: 30, Mushroom: 200, Dried Mushroom: 100	['(1) Wash the rice, put it in a colander, and drain the water. ', '(2) Remove the stems from the shiitake mushrooms, cut them in half lengthwise, and then cut them into 5mm wide pieces from the end. Trim the roots off the shimeji mushrooms, cut them in half lengthwise, and loosen them. ', '(3) Put the mushrooms from (2) in a bowl, add A, mix, and leave for about 10 minutes. ', '(4) Boil the fried tofu in boiling water and drain it in a colander. Once cooled, cut into 3 equal parts vertically and 5mm wide. ', '(5) Put the rice from (1) and water up to the 2 cup mark in a rice cooker, add the fried tofu from (4) and the mushrooms from (3) with their juices, cover and cook normally. Off hours). ', '(6) When the rice is cooked, mix it all together and put it in a bowl. ']	917.46	331.37
328	Japanese Style Mushroom Marinade	Water: 5, Other leafy vegetables: 0, Edible oil: 12, Soy sauce: 6, Flavor seasoning: 1, Vinegar: 2.5, Mushroom: 50, Other mushroom: 50	['(1) Cut the king king mushroom in half lengthwise and make it into a stick shape. Divide the shimeji mushrooms into florets. ', '(2) Put ``Hondashi'', A, and the eryngii mushrooms and shimeji mushrooms from (1) into a heat-resistant container, cover with plastic wrap, and heat in the microwave (600W) for 40 seconds. ', '(3) Take it out, mix it all together, and heat it for another minute until it becomes soft. ', '(4) Place in a bowl and sprinkle with parsley. ', '*Can be stored in the refrigerator for 2 to 3 days. ']	243.60	139.53
329	Miso Mayo Grilled Shiitake Mushroom	Mayonnaise: 30, Miso: 6, Dried Mushroom: 40	['(1) Remove the stones from the shiitake mushrooms and chop the stems into small pieces. ', '(2) Add the shiitake stems from A and (1) to a bowl and mix. ', ' (3) Arrange the shiitake mushrooms from (1) with their caps facing up on the baking sheet of a toaster oven, top with the miso mayo from (2), and bake in the toaster oven for about 3 minutes. ']	483.21	110.53
330	Stir-fry with Konjac and Eryngii Mushroom	Other seasoning: 18, Edible oil: 9, Other alcohol: 45, Soy sauce: 18, Flavor seasoning: 3, Konjac: 250, Other vegetables: 0.5, Other mushroom: 150	['(1) Rub the konnyaku with salt to remove any bits, then rinse and cut into strips. Cut the king king mushroom in half lengthwise, then cut into quarters vertically. ', '(2) Heat sesame oil in a frying pan, add the konjac and king king mushrooms from (1) and stir-fry. When the oil is coated, add A and stir-fry until the liquid evaporates. ']	326.80	120.59
331	Eryngii Mushroom Sauté	Other seasoning: 0, Edible oil: 12, Other root vegetables: 10, Flavor seasoning: 1.325, Other mushroom: 150	['(1) Cut the eringi mushrooms into easy-to-eat lengths, and tear them vertically into 4 to 6 pieces with your hands. Crush the garlic. ', '(2) Heat olive oil in a frying pan, fry the garlic from (1) over low heat, and when it becomes fragrant, add the king king mushroom from (1) and stir-fry, sprinkle with ``consommé'' and season with pepper. ']	205.93	82.46
332	Addictive! Infinite Pumpkin	Edible oil: 3, Other dried food/seaweed: 6, Dried soup: 2.5, Pumpkin: 100	['(1) Cut the pumpkin into 2cm cubes and place in a heat-resistant container. Cover with plastic wrap and heat in the microwave (600W) for 2 minutes, then add A and mix. ', '(2) Place in a bowl and sprinkle with sesame seeds. ']	96.36	50.24
333	Pumpkin Sesame Salad	Other seasoning: 0.75, Soy sauce: 3, Other dried food/seaweed: 3, Pumpkin: 100	['(1) Cut the pumpkin into 2cm cubes, place in a heat-resistant dish, cover with plastic wrap, and heat in the microwave (600W) for 2 minutes. ', '(2) Enjoy with A while it's hot. ']	75.23	29.72
334	Pumpkin Salad	Water: 15, Flavor seasoning: 0.6625, Mayonnaise: 30, Pumpkin: 200, Milk: 10	['(1) Remove the seeds and pulp from the pumpkin with a spoon. Wash, put in a heat-resistant dish, mix ``consommé'' and water, sprinkle with water, cover with plastic wrap, and heat in the microwave (600W) for 4 minutes until a bamboo skewer goes through easily. ', '(2) When it becomes soft, scoop out the pulp with a spoon, leaving the skin on, and let it cool. ', '(3) Mix ``Pure Select Mayonnaise'' and milk in a bowl, then mix in the pumpkin from (2). ', '*You can also mix in 1 tablespoon of marmalade if you like. ']	260.90	284.12
335	Simmered Pumpkin	Water: 200, Sugar: 9, Soy sauce: 6, Flavor seasoning: 4, Pumpkin: 400	['(1) Remove the seeds and pulp from the pumpkin, peel the skin in places, cut vertically into 3cm wide wedges, and horizontally cut into 3 equal parts. ', '(2) Put the pumpkin from A and (1) into a pot, cover with a lid, bring to a boil, and simmer over medium heat for about 10 minutes. Add B and simmer over low heat until the pumpkin becomes soft and the flavor is absorbed. ', '* Adjust the cooking time on low heat depending on the condition of the pumpkin. The approximate time is approximately 5 minutes. ']	133.50	49.54
336	Umami Namul	Other seasoning: 0.6, Edible oil: 4.5, Salt: 3.33333, Other dried food/seaweed: 0, Cucumber: 200	['(1) Beat the cucumber with a rolling pin to crack it, then break it into bite-sized pieces by hand. Sprinkle with salt, leave for about 10 minutes (out of hours), and wipe off the moisture. ', '(2) Place the cucumbers from (1) in a bowl, add ``Ajinomoto'' and sesame oil, and stir. ', '(3) Place in a bowl and sprinkle with sesame seeds. ']	124.67	33.43
337	Addictive! Infinite Cucumber	Edible oil: 3, Other dried food/seaweed: 3, Dried soup: 1.25, Cucumber: 100	['(1) Cut the cucumber into small pieces and soak in A. ']	81.02	28.84
338	Spicy Smashed Cucumber	Other seasoning: 5, Edible oil: 6, Dried soup: 5, Cucumber: 200	['(1) Beat the cucumber with a rolling pin to crack it and loosen it into bite-sized pieces. ', '(2) Add the cucumber from (1) and A to a bowl and mix. ']	134.73	40.84
339	Cucumber and Wakame Seaweed Vinegar Salad	Water: 15, Other seasoning: 0.2, Sugar: 4.5, Soy sauce: 9, Vinegar: 15, Cucumber: 100, Kamaboko: 30, Seaweed: 50	['(1) Cut the cucumber into small pieces and sprinkle with a little salt (not listed). When it softens, squeeze out the water. Tear the crab-flavored kamaboko. ', '(2) Mix A in a bowl. ', '(3) Add the cucumber/crab-flavored kamaboko and wakame from (1). ']	187.01	40.53
340	Cucumber and Radish with Bonito Flake Salad	Other seasoning: 0.4, White Radish: 70, Cucumber: 50, Bonito flakes/shavings: 2, Dried plums : 12.5	['(1) Cut cucumbers and daikon radish into thin pieces. Remove the seeds from the pickled plums and pound them finely with a knife. ', '(2) Add shaved bonito flakes and ``Ajinomoto'' to the pulp of the cucumber, radish, and pickled plums from (1). ']	138.59	25.97
341	Melty Radish Cheese Teriyaki	Other seasoning: 36, Edible oil: 0, Other alcohol: 15, Soy sauce: 12, Flavor seasoning: 1.5, White Radish: 200, Cheese: 144	['(1) Cut the daikon radish into 1cm wide rounds and sprinkle with flour (not listed). ', '(2) Heat sesame oil in a frying pan, add the radish from (1), and fry both sides. ', '(3) A. Add the ``Hondashi'', cover with a lid, and bring to a simmer, turning occasionally. ', '(4) Top with cheese and melt. ']	255.07	131.73
342	Sautéed Radish and Bacon with Consommé	Other seasoning: 0, Other leafy vegetables: 20, Edible oil: 6, Salt: 0, Flavor seasoning: 2.65, White Radish: 200, Bacon: 40	['(1) Cut the daikon radish into thin pieces 4-5cm long and put them in a heat-resistant container and cover with plastic wrap. Cut the mizuna into 4cm long pieces. ', '(2) Heat oil in a frying pan, fry the radish and bacon from (1) in that order, and season with ``consommé'' and salt and black pepper. Turn off the heat and add the mizuna from (1). ']	158.60	124.23
343	Yellowtail Radish	Water: 600, Sugar: 18, Other root vegetables: 12, Other alcohol: 50, Soy sauce: 54, Flavor seasoning: 3, White Radish: 400, Yellowtail: 400	['(1) Quickly dip yellowtail in boiling water, rinse with water, and drain. Cut the ginger into slices with the skin on. Peel the radish and cut into 2cm-thick half-moons. ', '(2) Put ``Hondashi'', water, and the daikon radish from (1) into a pot, bring to a boil, then reduce heat to low and simmer for 20 minutes. ', '(3) Add A and bring to a boil, add (1) Noburi and ginger, cover with a drop lid, and simmer over medium heat for 15 minutes. ']	686.07	276.92
344	Bekkou Stew of Radish	Water: 600, Other seasoning: 36, Sugar: 9, Soy sauce: 27, Flavor seasoning: 3, White Radish: 400	['(1) Cut the radish into 2cm-thick half-moons. ', '(2) Put the radish from (1) in a pot and enough water to cover (not listed), bring to a boil, and boil for about 20 minutes until a bamboo skewer comes out clean. ', '(3) Put the daikon radish from (2) and A into a separate pot, heat, bring to a boil, then reduce heat to low, cover and simmer for 5 minutes. Add the soy sauce and simmer for 30 minutes, then turn off the heat and let it sit for about 30 minutes until the flavors infuse (outside of that time). ']	123.14	50.90
345	"Hondashi" Oden	Water: 2000, Other seasoning: 36, Salt: 2.5, Soy sauce: 78, Flavor seasoning: 6, Fried tofu: 60, White Radish: 400, Egg: 240, Konjac: 250, Rice cake: 80, Chikuwa: 30, Kelp: 4, Fried Kamaboko: 200	['(1) Slice the radish into 2cm thick rounds and make a cross-shaped cut on one side. Boil for about 30 minutes until soft. ', '(2) Cut the konnyaku into triangles, cut the thickness in half, and parboil. Divide the chikuwa into 2 equal parts and cut in half diagonally. ', '(3) Boil the eggs in water, bring to a boil, then lower the heat and boil for 8 minutes, then add to the water and peel. Cut the fried tofu in half and drain the oil. Add the mochi cut in half and secure with a toothpick to make a mochi pouch. ', '(4) Put A, radish from (1), konnyaku from (2), and knotted kelp in a pot, heat, and once it boils, simmer for 15 minutes. Add the chikuwa, fried balls, and squid rolls from (2) and simmer over low heat for 10 minutes. ', '(5) Add the boiled eggs from (3), taste and adjust the seasoning, turn off the heat and let the flavors infuse (it will be delicious if left for about 3 to 4 hours, outside of that time), before eating (3) ) Add Mochi Kinchaku and warm. ', '*The oden seeds give off a salty and sweet taste, so check the taste and adjust the taste with a little soy sauce. ', '*If you don't have usukuchi soy sauce, add the same amount of soy sauce. ']	516.50	307.58
346	Fried Fish Cake and Radish Mayo Stir-fry	Other seasoning: 5, Edible oil: 1.5, Salt: 1.25, White Radish: 250, Mayonnaise: 30, Fried Kamaboko: 60	['(1) Quickly pour boiling water over the fish cakes and cut into strips. Peel the radish and use a peeler to peel it into ribbons. ', '(2) Heat sesame oil in a frying pan, quickly stir-fry the fish cakes and radish from (1), and adjust the taste in A. ']	122.41	165.62
347	Foil Grilled Eggplant with Mayo	Soy sauce: 12, Eggplant: 80, Mayonnaise: 30, Cheese: 12, Bonito flakes/shavings: 2	['(1) Cut the eggplant into 1.5cm wide slices. ', ' (2) Spread aluminum foil, place the eggplants from (1) on top, sprinkle with soy sauce, Pure Select Mayonnaise, and cheese in that order, then bake in a toaster oven for about 5 minutes without closing until lightly browned. bake. ', '(3) Place aluminum foil in a bowl and sprinkle with dried bonito flakes. ']	135.87	130.86
348	Instant Microwave Eggplant Namul	Other seasoning: 4, Green onion: 0, Eggplant: 200	['(1) Cut off the stems from the eggplant, wrap in plastic wrap, and heat in the microwave (600W) for 5 minutes. ', '(2) Once it has cooled down, tear it lengthwise into easy-to-eat pieces, fill it with ``flavor paste'' in a bowl, and sprinkle with small onions. ']	151.67	16.26
349	Eggplant and Bacon Spaghetti	Water: 30, Butter: 12, Other leafy vegetables: 0, Flavor seasoning: 2.65, Eggplant: 160, Ketchup: 45, Spaghetti: 160, Bacon: 60	['(1) Slice the eggplant into 5mm wide rounds. Cut the bacon into 3cm wide pieces. Add salt (1% salt) to the spaghetti in plenty of water and boil according to the instructions. ', '(2) Heat the butter in a frying pan, add the bacon and eggplant from (1), add the spaghetti from (1), and coat with tomato ketchup. ', '(3) Place in a bowl and sprinkle with parsley. ', '*Please enjoy with grated cheese if you like. ', '*Eggplant easily absorbs oil, so if it starts to burn while frying, you can add boiled spaghetti water and let it cook through without using extra oil. ']	404.37	478.61
350	Eggplant Simmered in Miso	Water: 110, Other seasoning: 36, Other leafy vegetables: 5, Sugar: 3, Edible oil: 160, Flavor seasoning: 3, Other dried food/seaweed: 3, Eggplant: 320, Miso: 27	['(1) Peel the eggplant along the stripes, cut in half lengthwise, then make diagonal cuts at 5mm intervals along the skin, and soak in water. Cut the green perilla into thin strips. ', '(2) Heat the oil in a frying pan, wipe off the moisture from the eggplants from (1), add them, fry them, and when they are cooked, take them out and drain the oil. ', '(3) Wipe the frying pan lightly, add A and bring to a boil. Add the eggplant from (2) back in and bring to a boil. Add the water-soluble potato starch from B to thicken. ', '(4) Place in a bowl and add the green perilla from (1). ']	186.75	409.71
351	Eggplant and Mozzarella Cheese Tomato Pasta	Water: 200, Other seasoning: 0, Edible oil: 36, Other root vegetables: 10, Salt: 1.25, Flavor seasoning: 10.6, Eggplant: 240, Tomato: 400, Cheese: 100, Spaghetti: 320	['(1) Cut the eggplant into 8 equal pieces vertically, then cut in half lengthwise. Cut the mozzarella cheese into 1cm cubes. Boil the spaghetti according to directions, reserving 1/2 cup of the cooking water. ', '(2) Heat 1 tablespoon of olive oil in a frying pan, fry the eggplant from (1), and remove when browned. ', '(3) Heat 2 tablespoons of olive oil and garlic in the same frying pan, and when it becomes fragrant, add crushed whole tomatoes, add A, simmer for 5 minutes, and season with salt and pepper. ', '(4) Add the eggplant from (2) back in, boil, and add the mozzarella cheese, spaghetti, and boiled water from (1). ']	556.11	465.14
